G_IDX,G_NAME,G_ENAME,G_GENRE,G_COMPANY,G_SERVICE,G_PLATFORM,G_DATE,G_SCORE,G_IMG
4199,그랑메르,-, 스포츠, T3 엔터테인먼트, 한빛소프트, PC온라인,2011-02-08,0,https://static.inven.co.kr/column/webzine3/gamelogo/2011/0208_2611.jpg
4200,드라고나 온라인,dragona, RPG, 라이브플렉스, 라이브플렉스, PC온라인, 미정,0,https://static.inven.co.kr/column/webzine3/gamelogo/2010/0423_3961.jpg
4201,겟앰프드2,-, 액션, JUNEiNTER, JUNEiNTER, PC온라인,2010-12-10,0,https://static.inven.co.kr/column/webzine3/gamelogo/2010/1216_4424.jpg
4202,산수를 지켜라,Save Math, 기타, 넥슨, 게임엔젤, PC온라인,2010-04-23,0,https://static.inven.co.kr/column/webzine3/gamelogo/2010/0423_8384.jpg
4203,헬게이트: 도쿄,Hellgate: Tokyo, RPG, 한빛소프트, 한빛소프트, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2010/0319_6314.JPG
4204,워리어에픽,Warrior Epic, RPG, 유티브이트루게임즈, 유티브이트루게임즈, PC온라인, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4205,소울 마스터,-, RTS, 엔플루토, 엔플루토, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/0826_2293.jpg
4206,제후온라인,-, RPG, 골드쿨, IMI, PC온라인, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4207,헬게이트: 레저렉션,Hellgate: Resurrection, RPG, 한빛소프트, 한빛소프트, PC온라인, 2009년 12월 8일 리뉴얼 정식서비스,0,https://static.inven.co.kr/column/webzine3/gamelogo/2009/1208_2316.jpg
4208,명장삼국,-, RPG, 더나인, 네오위즈게임즈, PC온라인, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4209,콜오브카오스,Call of Chaos, RPG, 엔플루토, 엔플루토, PC온라인,2009-08-26,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/0320_3205.jpg
4210,요리조리 1호점,-, 시뮬레이션, NHN 엔터테인먼트, NHN 엔터테인먼트, PC온라인, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4211,퓨전폴,fusionfall, cartoon network univers, RPG, 그리곤 엔터테인먼트, PC온라인, 2009. 1. 15 북미,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4212,서바이벌 프로젝트,-, 액션, 아이오엔터테인먼트, 한빛소프트, PC온라인,2002-05-29,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/1226_6728.jpg
4213,샤이야,-, RPG, 초이락게임즈, 초이락게임즈, PC온라인,2006-06-21,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/1226_7011.jpg
4214,바닐라캣,-, 기타, 나비야 엔터테인먼트, 넷마블게임즈, PC온라인,2006-06-01,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/1226_6719.jpg
4215,프리우스 온라인,-, RPG, 넷마블게임즈, 넷마블게임즈, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/0428_8940.jpg
4216,라피스,-, RPG, 엠게임, 엠게임, PC온라인,2005-02-01,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/1227_8803.jpg
4217,라제스카,Lazeska, RPG, 아이덴티티 엔터테인먼트, 아이덴티티 엔터테인먼트, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/1226_5703.jpg
4218,권호,Kwonho, 액션, 라디오게임즈, NHN 엔터테인먼트, PC온라인,2006-07-04,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/1226_2457.jpg
4219,탄트라,-, RPG, 조이임팩트, 한빛소프트, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/1227_6486.jpg
4220,On-Air 온라인,-, 리듬액션, 지엔피 엔터테인먼트, 지엔피 엔터테인먼트, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/1226_2589.jpg
4221,엔젤피에스타,-, RPG, 온스온소프트, 휴먼웍스, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/0529_5300.jpg
4222,니드포스피드 월드 온라인,NeedforSpeed : World Online, 레이싱, 일렉트로닉아츠, 일렉트로닉아츠, PC온라인, 2009.2.5 홍콩&대만 서비스,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4223,노블레스 with 네이버웹툰,-, RPG, 네오위즈에이블스튜디오, 네오위즈게임즈, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2017/i14282395350.jpg
4224,365 RPG,-, RPG, -, -," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4225,가디언스,-, RPG, 루노소프트, 루노소프트," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4226,택틱스 크러시,Tactics Crush, RTS, -, -, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4227,에어로 스트라이크,Aero Strike, RPG, 디포게임즈, 위메이드맥스, 모바일,2017-04-20,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4228,몬스터:최종병기,-, RPG, 게임펍, 게임펍, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4229,좀비 버스터즈,-, 액션, 모글루게임즈, 모글루게임즈, 모바일,2017-06-22,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4230,택티컬리더,-, RPG, -, 저스티스소프트," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4231,패왕삼국 2,-, RPG, 메이플라워엔터테인먼트, -, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4232,패왕삼국지,-, 시뮬레이션, 블루인터렉티브, 픽토소프트, 웹브라우저, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2015/0312_8195.jpg
4233,토먼트: 타이드 오브 누메네라,Torment: Tides of Numenera, RPG, 인엑자일 엔터테인먼트, -, PC패키지,2017-07-25,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4234,플라곤,flagon, RPG, 웹젠, 웹젠, PC온라인,2014-10-28,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4235,나이츠폴,Knights Fall, 퍼즐, 카본아이드, 카본아이드," iOS, 모바일, 안드로이드",2017-07-13,0,https://static.inven.co.kr/column/webzine3/gamelogo/2017/i13527603003.png
4236,그랜드체이스,Grand Chace, 기타, KOG, 넷마블게임즈, PC온라인,2003-08-01,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/1226_5152.jpg
4237,크로스서머너,Cross summoner, RPG, 넥슨, 넥슨," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4238,애스커,Asker, RPG, 네오위즈CRS, 네오위즈게임즈, PC온라인,2015-08-25,0,https://static.inven.co.kr/column/webzine3/gamelogo/2014/0812_7753.jpg
4239,크로노 블레이드,-, RPG, 엔웨이, 넷마블게임즈," iOS, 모바일",2015-06-18,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4240,문명 온라인,Civilization Online, RPG, 엑스엘게임즈, 엑스엘게임즈, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2013/0808_4287.jpg
4241,프로야구 매니저 온라인,-, RPG, 스마일게이트, 스마일게이트, 모바일,2010-04-29,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4242,로스트테일,-, RPG, 넥스트무브, -, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4243,팔라딘스,paladins, FPS, -, -, PC온라인, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4244,카오스크로니클,Chaos Chronicle, 액션, 윙스튜디오, 넥슨, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4245,마스터오브오리온,Master of Orion, RPG, -, 워게이밍, PC패키지,2016-08-26,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4246,창세기전4,-, RPG, 소프트맥스, 소프트맥스, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2010/0421_7632.jpg
4247,더 뮤지션,-, 리듬액션, 아이즈소프트, 스마일게이트," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4248,그랑블루 오디세이,-, RPG, 쿼드럭스, 구름컴퍼니, 모바일,2017-04-20,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4249,밀리언아서,Million Arthur, TCG, 스퀘어에닉스, 아이덴티티 엔터테인먼트," iOS, 모바일, 안드로이드",2012-12-20,0,https://static.inven.co.kr/column/webzine3/gamelogo/2013/1204_6862.jpg
4250,괴리성 밀리언 아서,kairisei million arthur, TCG, 스퀘어에닉스, 아이덴티티 엔터테인먼트," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2015/i13286727135.png
4251,진정해, 스탈린,Calm Down, Stalin, 기타, PC패키지,2016-09-09,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4252,타이포맨,-, 퍼즐, -, 인트라게임즈, PS4,2017-07-21,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4253,Matterfall,-, RPG, -, 소니 인터랙티브 엔터테인먼트 코리아, PS4, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4254,소드 아트 온라인 메모리 디프래그,Sword Art Online Memory Defrag, RPG, -, 반다이남코 엔터테인먼트," iOS, 모바일, 안드로이드",2017-07-22,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4255,던전24,-, RPG, -, -," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4256,오캣스트라,-, RPG, -, 팡스카이," iOS, 모바일, 안드로이드",2017-07-27,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4257,형님모바일,-, RPG, -, 팡스카이," 모바일, 안드로이드",2017-07-25,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4258,겟 이븐,Get Even, RPG, 더 팜 51, 반다이남코 엔터테인먼트," PC패키지, PS4, Xbox One",2017-06-23,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4259,히어로메이트,-, RPG,4399,4399," 모바일, 안드로이드",2017-06-05,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4260,DiRT 4,DiRT 4, 레이싱, 코드마스터즈, 반다이남코, PS4,2017-06-09,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4261,마인히어로,-, RPG, 빅뱅인터렉티브, -," iOS, 모바일, 안드로이드",2017-06-05,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4262,IF: 만약의세계,-, RPG, -, -," 모바일, 안드로이드",2017-05-31,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4263,무신조자룡,-, RPG, 게임에이드, -, 모바일,2017-05-25,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4264,루디엘,-, RPG, 레이드몹, 엔터메이트, 모바일,2017-05-23,0,https://static.inven.co.kr/column/webzine3/gamelogo/2017/i16456204766.jpg
4265,로드러너 원,Lode runner 1, RPG, 넥슨, 넥슨," iOS, 모바일, 안드로이드",2017-05-18,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3961,탈로스 법칙 VR,The Talos Principle VR, 어드벤쳐, 크로팀, 디볼버 디지털, PC패키지,2017-10-17,0,https://static.inven.co.kr/column/webzine3/gamelogo/2017/i14610341745.jpg
3962,멜리타,Melita, 어드벤쳐, 퓨처 라이트하우스, 오큘러스, 기타, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2017/i15487258849.jpg
3963,스페이스 익스플로러즈,Space Explorers, 시뮬레이션, 펠릭스 & 폴 스튜디오, 오큘러스, 기타, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2017/i16530602404.jpg
3964,페이스 유어 피어,Face Your Fears, 어드벤쳐, 터틀락 스튜디오, 오큘러스, 기타, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2017/i15993873986.jpg
3965,던전스3,-, RPG, 렐름포지스튜디오, -," PC패키지, PS4", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3966,에코 컴뱃,Echo Combat, FPS, 레디앳던, 오큘러스, 기타,1905-07-10,0,https://static.inven.co.kr/column/webzine3/gamelogo/2017/i16483347939.png
3967,코코 VR,Coco VR, 어드벤쳐, 픽사, 픽사, 기타,2017-11-15,0,https://static.inven.co.kr/column/webzine3/gamelogo/2017/i15118245595.jpg
3968,라이덴5: 디렉터스 컷 리미티드 에디션,-, RPG, -, -, PS4, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3969,세인트세이야-Saint Mobile,-, RPG, -, 이엔피게임즈, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2017/i16172995241.jpg
3970,카지노피아: 더 블랙잭,Casinopia: The Blackjack, 기타, 원이멀스, 와이제이엠게임즈, PC온라인, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3971,아이스크림 트럭,-, 어드벤쳐, 스토메브, 스토메브, PC패키지,1905-07-11,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3972,로우 데이터,RAW DATA, FPS, 서비오스, 와이제이엠게임즈, 기타,2017-10-06,0,https://static.inven.co.kr/column/webzine3/gamelogo/2017/i13716224832.jpg
3973,IOTA 프로젝트,THE IOTA PROJECT, 액션, DreamSail Games, DreamSail Games," PC패키지, 기타",2017-09-08,0,https://static.inven.co.kr/column/webzine3/gamelogo/2017/i13426918517.png
3974,신들의 격투,Fight of Gods, 액션, Digital Crafter, PQube Limited, PC패키지, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3975,워 플래닛 온라인,-, RPG, 게임로프트, 게임로프트," iOS, 모바일, 안드로이드",2017-08-31,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3976,앙빅,Angvik, 액션, -, -, PC온라인, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3977,책과 마녀와 까마귀의 숲,-, RPG, 콰트로기어, -," PS4, Xbox One, iOS, 안드로이드, 기타", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3978,테일즈런너R,Tales Runner R, RPG, 라온엔터테인먼트, 넥슨," iOS, 모바일, 안드로이드",2017-08-10,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3979,서든 스트라이크4,Sudden Strike 4, RPG, -, 에이치투 인터렉티브," PC패키지, PS4",2017-08-14,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3980,록맨 레거시 콜렉션2,Megaman Legacy Collection2, 액션, 캡콤, -, PS4,2017-08-08,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3981,파라곤,PARAGON, 액션, 에픽게임즈, 에픽게임즈, PC온라인, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3982,마블 히어로즈 2016,marvel heroes 2016, RPG, Gazillion Entertainment, -, PC온라인, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3983,프로야구 매니저,Pro baseball manager, 스포츠, 엔트리브소프트, 엔트리브소프트, PC온라인,2010-04-15,0,https://static.inven.co.kr/column/webzine3/gamelogo/2010/0409_7545.jpg
3984,대청운온라인,-, RPG, -, 녹스게임, PC온라인, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3985,후한지,-, RPG, 포플레닛, 포플레닛, PC온라인, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3986,아크: 서바이벌 이볼브드,ARK : Survival Evolved, RPG, -, -, PC온라인, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3987,오빠온라인,-, RPG, 팡스카이, 팡스카이, 웹브라우저, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3988,환성온라인,-, RPG, 녹스게임, 녹스게임, 웹브라우저, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3989,검색온라인,-, RPG, -, 녹스게임, PC온라인, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3990,마블 히어로즈 2016,-, RPG, Gazillion Entertainment, 유비투스 코리아, PC온라인,2013-06-04,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3991,마블 엔드 타임 아레나,MARVEL End Time Arena, AOS, 스마일게이트, 스마일게이트, PC온라인, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3992,구원 온라인,-, RPG, 이엔피게임즈, 엔틱게임월드, PC온라인, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3993,운명온라인,-, RPG, 녹스게임, -, 웹브라우저, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3994,GA2,GA2, RPG, JUNEiNTER, JUNEiNTER, PC온라인, 15.05.20~15.06.03 CBT,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/1130_2232.jpg
3995,던전 온라인,-, RPG, 봄날소프트, -, 웹브라우저, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3996,샷온라인M,shot online M, 스포츠, 온네트, 웹젠, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3997,SD건담 넥스트 에볼루션,-, 액션, 반다이남코, [삭제] 반다이남코코리아, PC온라인, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3998,구음진경,-, RPG, 스네일 게임, 엔트리브소프트, PC온라인, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3999,원샷온라인,-, RPG, 팡스카이, -, 웹브라우저, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4000,아재온라인,-, RPG, 녹스게임, 녹스게임, 웹브라우저, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4001,블러드온라인,-, RPG, 녹스엔터테인먼트, 녹스엔터테인먼트, 웹브라우저,2016-04-21,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4002,타르타로스 리버스,-, RPG, 인티브소프트, 펀플웍스, PC온라인, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4003,RF온라인,-, RPG, CCR INC, 다음게임, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/1211_2129.jpg
4004,루나: 달빛도적단,Luna, RPG, 인터세이프, 인터세이프, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2016/i12312911592.jpg
4005,운중가 온라인,-, RPG, -, 팡스카이, 웹브라우저, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4006,지존온라인,-, RPG, -, -, 웹브라우저, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
4007,코즈믹아레나,-, 슈팅, 사이버스텝, 사이버스텝, PC온라인,2015-12-22,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
