G_IDX,G_NAME,G_ENAME,G_GENRE,G_COMPANY,G_SERVICE,G_PLATFORM,G_DATE,G_SCORE,G_IMG
3164,WWE12,-, 스포츠, 토이 헤드 쿼터스, 디지털터치," PS3, XBOX360, Wii",2011-11-22,0,https://static.inven.co.kr/column/webzine3/gamelogo/2015/0310_7347.jpg
3165,피어3,fear3, RPG, 데이원 스튜디오, 인플레이 인터렉티브," PC패키지, PS3, XBOX360",2011-06-28,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3166,마이트&매직 히어로즈 VI,Might&Magic Heroes VI, 시뮬레이션, 유비소프트, 인트라게임즈, PC패키지,2011-10-13,0,https://static.inven.co.kr/column/webzine3/gamelogo/2011/0321_2072.jpg
3167,리틀빅플래닛,-, 어드벤쳐, 소니 온라인 엔터테인먼트, 소니 온라인 엔터테인먼트," PS3, PSP",2008-10-21,0,https://static.inven.co.kr/column/webzine3/gamelogo/2009/0911_2445.jpg
3168,로스트플래닛 콜로니스,Lost Planet Colonies, 액션, 캡콤, 캡콤, XBOX360,2008-05-27,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/0430_1506.jpg
3169,디오에스,-, RPG, 넥슨, -, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3170,M-06,M-06, 기타, 플라토, 닌텐도," PSP, NDS",2006-12-21,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/0214_7545.jpg
3171,타워VR,-, 액션, 폴리아트스튜디오, 폴리아트스튜디오, 기타, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2016/i11596615340.jpg
3172,백전백승,-, RPG, 텐센트, 에프엘모바일코리아, 모바일,2016-05-24,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3173,Marvel：Ultimate Alliance,Marvel：Ultimate Alliance, RPG, Raven Software, Raven Software," XBOX, XBOX360",2006-10-24,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/1226_6960.jpg
3174,테라노아,-, RPG, 애니플레이, 조이시티, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3175,극지고R,-, 시뮬레이션, 포플렛, 포플렛, 모바일,2014-12-23,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3176,아케인 스트레이트 : 소환된 영혼,-, TCG, 겜플리트, 스마일게이트," iOS, 모바일, 안드로이드",2018-04-06,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i15539743520.jpg
3177,케모노프렌즈 퍼즐놀이,-, RPG, -, 펀플웍스, 모바일,2018-02-22,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14470908278.jpg
3178,월드 오브 파이터,-, 액션, 게임어스, 게임어스, 모바일,2016-12-20,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i16418219602.jpg
3179,선국: 세상을 지배하라,-, RPG, 디앱스게임즈, 디앱스게임즈," 모바일, 안드로이드",2014-05-28,0,https://static.inven.co.kr/column/webzine3/gamelogo/2014/0429_4492.gif
3180,벗기다,BOKIDA, 어드벤쳐, -, -, PC패키지,2017-05-18,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i13650580107.jpg
3181,고더스,GODUS, 시뮬레이션, 22 Cans, 22 Cans," PC패키지, iOS, 모바일, 안드로이드",2015-02-05,0,https://static.inven.co.kr/column/webzine3/gamelogo/2014/0204_2484.gif
3182,더 킹 오브 파이터즈 98 UM온라인 for Kakao,-, RPG, -, -," 모바일, 안드로이드",2015-11-24,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i16670916829.jpg
3183,전국바사라4 황,-, 액션, CAPCOM, 캡콤, PS4,2015-07-23,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i13815306503.jpg
3184,구검온라인,-, RPG, 녹스엔터테인먼트, -, PC온라인,2022-12-20,0,20
3185,WWE 스맥다운 대 로우 2011,-, RPG, 토이 헤드 쿼터스, 토이 헤드 쿼터스," PS3, XBOX360",2010-10-27,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14428558985.jpg
3186,건곤,-, RPG, 스네일디지털 코리아, 스네일디지털 코리아, 모바일,2017-04-13,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3187,닌자 가이덴 시그마 2,-, 액션, 코에이테크모, 코에이테크모, PS3,2009-11-25,0,https://static.inven.co.kr/column/webzine3/gamelogo/2009/0911_1721.jpg
3188,네가 죽어도 괜찮아,-, 시뮬레이션, -, 북팔코믹스, 모바일,2016-11-16,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14188261809.jpg
3189,드래곤 워리어즈,-, RPG, 더원게임즈, 더원게임즈," 모바일, 안드로이드",2017-02-13,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i15122450795.jpg
3190,대황제M,-, RPG, 팡스카이, 팡스카이, 모바일,2016-05-18,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i13228588694.jpg
3191,오오카미 절경판,-, RPG, 캡콤, 캡콤, PS3,2012-11-01,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i16046265639.png
3484,진연격,-, RPG, 엑스레전드코리아, -," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3485,나선의 경계,-, RPG, 룽투코리아, 룽투코리아," iOS, 모바일, 안드로이드",2017-03-14,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3486,매직 더 개더링: 칼라데시,-, TCG, 해즈브로코리아, -, 기타,2016-09-30,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3487,나이츠 오브 나이트,Knights of Night, RPG, 넷마블게임즈, -," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3488,갤럭시 트리오,-, 퍼즐, 안드로메다게임즈, -," iOS, 모바일, 안드로이드",2014-09-29,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3489,천상전기,-, RPG, 와이제이네트워크,4399," 모바일, 안드로이드",2014-02-10,0,https://static.inven.co.kr/column/webzine3/gamelogo/2015/0310_5278.jpg
3490,플루이드워,Fluid war, 슈팅, 텐일레븐, -," iOS, 모바일",2013-10-24,0,https://static.inven.co.kr/column/webzine3/gamelogo/2013/1211_4880.GIF
3491,마이 리틀 나이트 for Kakao,My Little Knight for kakao, RPG, GMO 게임센터코리아, GMO 게임센터코리아," iOS, 모바일, 안드로이드", 2013년 02월19일,0,https://static.inven.co.kr/column/webzine3/gamelogo/2014/0618_6737.jpg
3492,다크 소울2,DARK SOULS2, RPG, 프롬소프트웨어, 반다이남코 엔터테인먼트," PC패키지, PS3, XBOX",2014-03-13,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3493,짱구는못말려 디펜스,-, 기타, 미스터게임즈, 미스터게임즈," iOS, 모바일",2013-12-23,0,https://static.inven.co.kr/column/webzine3/gamelogo/2015/0310_1329.jpg
3494,연애가 필요해,-, 시뮬레이션, 테이크원컴퍼니, 테이크원컴퍼니," 모바일, 안드로이드",2017-02-13,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3495,바운스 박나래,-, 퍼즐, 큐로홀딩스, -, 모바일,2016-09-28,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3496,가즈아 히어로즈,-, RPG, 엔큐게임즈, 엔큐게임즈," iOS, 모바일, 안드로이드",2018-04-04,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14256483288.png
3497,드래곤볼Z 초궁극무투전,-, 액션, 아크시스템웍스, 반다이남코, 3DS,2015-11-12,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3498,마천기,-, RPG, 조은게임, -, 웹브라우저, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3499,보이프렌드(베타) 반짝이는 노트,-, 리듬액션, 세시소프트, 세시소프트," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3500,모두의 쿠키 for Kakao,-, RPG, 넷마블, 넷마블," 모바일, 안드로이드",2015-01-27,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3501,다크어벤저,-, RPG, 컴투스홀딩스, 컴투스홀딩스, 모바일,2013-05-10,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3502,킹덤택틱스,Kingdom tactics, RPG, 마노디오, 컴투스," 모바일, 안드로이드",2013-10-24,0,https://static.inven.co.kr/column/webzine3/gamelogo/2013/1211_5210.GIF
3503,신무쌍:삼국영웅전,-, RPG, 123게임즈, 123게임즈," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14485959735.jpg
3504,디시디아 파이널판타지 NT,Dissidia Final Fantasy NT, 액션, 스퀘어에닉스, 스퀘어에닉스, PS4, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3505,에이전트 오브 메이햄,-, 슈팅, 볼리션, 딥 실버," PC패키지, PS4, Xbox One", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3506,미라클뽀로로,MiraclePororo, RPG, 그라비티, 그라비티, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3507,천하제일상 거상,-, RPG, 글립소프트, 에이케이 인터랙티브, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3508,AOS 레전드,AOS Legend, RPG, 일렉트로닉 소울 네트워크, -," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3509,키도,KIDO: Ride on Time, RPG, 넥스트 플로어, 넥스트 플로어, PS4, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3510,대항해GT,-, RPG, 충칭신유과학시술 유한공사, 퍼펙트 월드," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3511,섀도우 오브 더 비스트,Shadow of the beast, 액션, 리플렉션 인터랙티브, 시그노시스, PS4, 미정,0,https://static.inven.co.kr/column/webzine3/gamelogo/2013/0824_6088.jpg
3512,아레나 오브 히어로즈,-, AOS, -, -, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3513,아웃라스트2,Outlast2, 어드벤쳐, 레드 배럴스, 레드 배럴스," PC패키지, PS4, Xbox One", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3514,백전무장,-, RPG, 봄날소프트, -, 웹브라우저, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3515,암흑지광,DarkLight, RPG, Tianjin E-bone Digital Technology, 퍼펙트 월드, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2015/0311_4983.jpg
3516,Z-Rush,Z-Rush, 슈팅, 아라소판단, -, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3517,DC 언체인드,DC Unchained, RPG, 썸에이지, 네시삼십삼분, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3518,더 비스트,-, RPG, 웹젠, -, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3519,돌격앞으로,-, RPG, 이펀컴퍼니, 이펀컴퍼니," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3520,노블레스M With NAVER WEBTOON,-, RPG, 넷플레이, 라이브플렉스," iOS, 모바일, 안드로이드",2018-04-05,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14471958984.png
3521,워해머40K: 이터널 크루세이드,-, RPG, -, -," PC온라인, 기타", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3522,군웅,-, RPG, 엔터메이트, -," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3523,죠죠의 기묘한 모험 EYES OF HEAVEN,-, 액션, 반다이남코 엔터테인먼트, 반다이남코 엔터테인먼트, PS4, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3524,적벽대전,-, RPG, 이펀컴퍼니, -," iOS, 모바일, 안드로이드",2015-07-01,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3525,거신전기,-, RPG, 스노우폴 게임즈, 스마일게이트," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3526,밤이 없는 나라,-, RPG, -, -," PS4, PSVITA", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3527,슈퍼비트: 소닉,SUPERBEAT: XONiC, RPG, 누리조이, SCEK, PSVITA, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3528,알피지,-, RPG, -, 나라게임, PC온라인, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3529,드래곤하츠,-, RPG, -, -, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3530,소피의 아틀리에,-, RPG, 코에이테크모, 디지털터치," PS4, PSVITA", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3531,무쌍서유,-, RPG, -, 레쿠 코리아," 모바일, 안드로이드",2015-07-01,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3532,다인,-, RPG, -, 넥스트무브, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3533,슈타인즈게이트 제로,-, 시뮬레이션, MAGES, 디지털터치," PS4, PSVITA", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3534,히어로즈 제네시스,Heroes Genesis, RPG, 스튜디오 지나인, -, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3535,프로젝트E:st,-, RPG, 폴리곤게임즈, NHN 엔터테인먼트, PC온라인, 2010년 CBT,0,https://static.inven.co.kr/column/webzine3/gamelogo/2010/0305_8158.jpg
3536,스나이퍼 퓨리,Sniper Fury, FPS, 게임로프트, 게임로프트, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3537,라키온: 영웅의 귀환,-, RPG, 소프트닉스, -, PC온라인, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3538,라키온,Rakion, 액션, 소프트닉스, 넷마블, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/1227_4825.jpg
3539,던전을 찾아서,-, RPG, 문틈, -," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3540,엘하즈,-, RPG, 인티브소프트, 인티브소프트," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3541,얼티밋 테니스,-, RPG, 나인엠인터랙티브, 나인엠인터랙티브," 모바일, 안드로이드",2015-07-03,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3542,초월 for Kakao,-, RPG, 스네일디지털 코리아, 스네일디지털 코리아, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3543,아이어,IRE, RPG, 텐버즈, 텐버즈, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3544,엘리멘탈쓰론,-, AOS, EGLS, EGLS," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3545,히어로마스터,-, RPG, 컴투스홀딩스, -," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3546,화이트데이 담력시험,-, RPG, 손노리, 카카오, 기타, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i15308682374.jpg
3547,태권히어로즈,-, RPG, 엠게임, 엠게임, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3548,추방선거,-, 어드벤쳐, 니혼이치 소프트웨어, -, PS4, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3549,플랜츠워2,-, AOS, 박스게임즈, 네시삼십삼분," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3550,H3,H3, 액션, 태울 엔터테인먼트, 태울 엔터테인먼트, PC온라인, 4월 경 CBT,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/0311_4170.jpg
3551,좀비오디오A-1,-, 액션, 마니주 엔터테인먼트, 마니주 엔터테인먼트, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3552,카오스 배틀 히어로,-, 액션, -, 소프트맥스," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3553,드래곤을 부탁해,-, SNG, 모즈팩토리, 아이덴티티 엔터테인먼트," 모바일, 안드로이드", 2014년 8월 8일 사전모집,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3554,아르케니아 전기,-, RPG, 인트라게임즈, 인트라게임즈, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3555,시드 워,-, RPG, -, -, PC온라인, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3556,도트 히어로즈,-, RPG, DeNA, 다음모바게," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3557,용의군단,-, RPG, 사이펀, 사이펀, 웹브라우저,2018-02-07,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i15653908951.jpg
3558,태고의 달인 모두 함께 쿵딱쿵!,-, 리듬액션, -, 반다이남코, PS4, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3559,마이리틀셰프,-, 시뮬레이션, 그램퍼스, 위메이드맥스, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3560,프로젝트 녹스,-, RPG, 녹스게임, 녹스게임," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3561,NAN:왕자의 행방,-, RPG, 와이제이엠게임즈, 와이제이엠게임즈," 모바일, 안드로이드", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2017/i14334904558.jpg
3562,RAN:왕자의 행방,-, RPG, 잘 스튜디오, 와이제이엠게임즈, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3563,라이덴4: 오버킬,raiden4 overkill, 슈팅, 모스, 에이치투 인터렉티브, PC패키지, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3564,알비온전기,-, RPG, 와이디온라인, 와이디온라인, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2014/1111_5001.gif
3565,히어로메이커 with 네이버웹툰,-, RPG, -, -," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3566,아이러브맞고,-, 보드, 파티게임즈, 파티게임즈," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3567,빅 페스트,Big Fest, 시뮬레이션, 소니 인터랙티브 엔터테인먼트 코리아, 소니 인터랙티브 엔터테인먼트 코리아, PSVITA, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3568,데빌에이지,Devil Age, RPG, 팜조이, -, 웹브라우저,2015-07-01,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3569,뉴 건담 브레이커,New GUNDAM BREAKER, 액션, 반다이남코, 반다이남코," PC패키지, PS4",2018-06-21,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i15237824399.jpg
3570,프로젝트G,-, 스포츠, 스마일게이트, 네오위즈게임즈, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2010/1203_1818.jpg
3571,탈주닌자키우기,-, RPG, 저스티스소프트, -," 모바일, 안드로이드",2017-11-24,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3572,갤럭시독스: 우주개 키우기,-, 시뮬레이션, 빅그림 스튜디오, -," 모바일, 안드로이드",2017-06-08,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3573,더블 드래곤4,-, 액션, 아크시스템웍스, -," PC패키지, PS4",2017-01-31,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3574,징기스칸,-, RPG, 모리아 엔터테인먼트, -, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3575,카페드쇼콜라,-, 퍼즐, -, -," iOS, 모바일, 안드로이드",2016-03-31,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3576,사무라이 쇼다운 슬래쉬,Samurai Showdown Slash, 액션, 인플레이 인터렉티브, 인플레이 인터렉티브, 모바일,2014-10-14,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3577,천왕,-, RPG, 이비즈네트웍스, -, 웹브라우저,2014-11-17,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3578,드래곤즈 오브 아틀란티스: 용의 계승자들,-, RPG, 카밤, -, 모바일,2013-08-19,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3579,파이어폴,Firefall, 슈팅, 레드 5 스튜디오, 레드 5 스튜디오, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2010/0904_2437.jpg
3580,프리킥 배틀,freekick battle, 스포츠, 컴투스홀딩스, 애플 앱스토어, iOS,2012-06-18,0,https://static.inven.co.kr/column/webzine3/gamelogo/2012/0405_1521.jpg
3581,가디언소드,-, RPG, 볼트홀, -," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3582,MiniGame Paradise,MiniGame Paradise, RPG, 컴투스, -, iOS,2005-08-19,0,https://static.inven.co.kr/column/webzine3/gamelogo/2011/0826_7710.jpg
3583,퍼즐스타 BT21,Puzzle Star BT21, RPG, 라인프렌즈, 라인프렌즈," iOS, 모바일, 안드로이드",2018-04-03,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i16587413726.jpg
3584,디비니티: 오리지널 신2,Divinity Original Sin2, RPG, 라리안 스튜디오, -, PC온라인,2017-09-15,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3585,강철의 주인,-, RPG, -, 넥스트무브, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3586,프렌즈 맞고 for Kakao,-, 보드, 엔진스튜디오, 엔진스튜디오," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3587,헬로 네이버,hello neighbor, 어드벤쳐, 다이나믹 픽셀스, 타이니빌드, PC패키지, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3588,워드 트레벌,Word Travel, RPG, 슈퍼박스, 슈퍼박스," iOS, 모바일, 안드로이드",2018-04-03,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i15017143307.jpg
3589,스나이퍼 고스트 워리어3,-, FPS, 씨아이 게임즈, -," PC패키지, PS4, Xbox One",2017-04-25,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3590,킬링플로어: 인커전,-, FPS, 트립와이어 인터렉티브, -, PC패키지,2017-12-11,0,https://static.inven.co.kr/column/webzine3/gamelogo/2016/i12534179823.jpg
3591,에버: 리틀히어로,-, RPG, 게임에이드, -, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3592,그래뿌까,-, RPG, 태가소프트, 태가소프트," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3593,허니쟁 for Kakao,-, RPG, 디앱스게임즈, 인크로스," 모바일, 안드로이드",2015-02-04,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3594,영웅의 탄생,-, RPG, 누믹스미디어웍스, 엔터메이트, 안드로이드,2014-07-01,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3595,달인맞고,-, RPG, 초이락게임즈, 초이락게임즈, PC온라인,2009-05-15,0,https://static.inven.co.kr/column/webzine3/gamelogo/2009/0515_6027.jpg
3596,걸즈 앤 판처 드림 탱크 매치,-, 액션, -, 반다이남코 엔터테인먼트, PS4,2018-02-27,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3597,스페이스 거너: 벽돌깨기,-, 퍼즐, 더원게임즈, -," 모바일, 안드로이드",2017-01-25,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3598,캐슬VS캐슬: 시간의 톱니바퀴,-, RPG, 알트플러스, -, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3599,로한 : 강철의 문장,-, RPG, 플레이위드, -, PC온라인, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3600,NBA 2K17,-, 스포츠, -, 2K Games," PC패키지, PS4, Xbox One", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3601,맞고의 신,-, 보드, 위메이드맥스, 위메이드," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3602,킬미어게인,Kill Me Again, RPG, NHN, NHN," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3603,다이브,-, RPG, 이펀컴퍼니, 이펀컴퍼니, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3604,파이널샷,-, FPS, 넷마블, 넷마블," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3605,거울전쟁-절망의 유산,-, RPG, 엘엔케이로직코리아, 엘엔케이로직코리아, PC온라인, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3606,Dance Dance Revolution,-, 리듬액션, 코나미, -, 기타, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3607,9이닝스: 프로야구 2013,9 innings: Pro Baseball 2013, 스포츠, 컴투스, 애플 앱스토어," iOS, 모바일, 안드로이드",2012-08-10,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3608,탭소닉,-, RPG, 네오위즈인터넷, 네오위즈인터넷," iOS, 모바일",2011-07-01,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3609,한계돌파 캐슬판처즈,-, RPG, 컴파일하트, cfk, PS4,2017-12-21,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
