G_IDX,G_NAME,G_GENRE,G_COMPANY,G_SERVICE,G_PLATFORM
5460,렛츠고 강남클럽,SNG,오픈브릿지,-,모바일
5461,쥬라기 랜드,기타,네오썬,-,모바일/ 안드로이드
5462,우주의 기사,RPG,네오그램,-,모바일/ 안드로이드
5463,데빌 서바이버2 브레이크 레코드,RPG,-,닌텐도,3DS
5464,토탈워: 아틸라,시뮬레이션,크리에이티브 어셈블리,SEGA퍼블리싱코리아,PC패키지
5465,드래곤라자 모바일,RPG,로코조이,-,모바일
5466,라비린시아X2,기타,세시소프트,-,모바일/ 안드로이드
5467,매직 더 개더링:재창조된 운명,TCG,-,해즈브로코리아,기타
5468,마루전기,RPG,-,팡스카이,PC온라인
5469,오오에도 블랙스미스,RPG,니폰이치 소프트웨어,인트라게임즈,PSVITA
5470,액션삼국지,RPG,코로프라,넷마블,모바일/ 안드로이드
5471,열혈제왕,RPG,-,패스엠,iOS/ 모바일/ 안드로이드
5472,광맞고 온라인,RPG,오류겐 게임즈,투바이포랩,모바일
5473,드래곤볼 제노버스,RPG,반다이남코,-,PS4
5474,니드 포 스피드 노 리미티드,레이싱,일렉트로닉아츠,-,모바일
5475,전선을 간다,시뮬레이션,이펀컴퍼니,-,모바일/ 안드로이드
5476,갓오브데스티니,RPG,추콩,추콩코리아,iOS/ 모바일/ 안드로이드
5477,요리요리,퍼즐,스팀팩,스팀팩,모바일/ 안드로이드
5478,엘그라도,RPG,아몬드 소프트,-,iOS/ 모바일/ 안드로이드
5479,그레이 구,시뮬레이션,Petroglyph(페트로그래피 게임즈),에이치투 인터렉티브,PC패키지
5480,천투 for Kakao,RPG,추콩,추콩코리아,모바일/ 안드로이드
5481,빅 히어로:로봇 배틀,퍼즐,구미,-,모바일/ 안드로이드
5482,해적왕,액션,씨엔제이소프트,-,모바일/ 안드로이드
5483,삼국지 이터널: 십상시의 난,RPG,원터치인터랙티브,-,PC온라인
5484,레츠스노우보딩,스포츠,원트소프트,-,모바일
5485,닥터슬럼프 디펜스,시뮬레이션,-,루트93,iOS/ 모바일/ 안드로이드
5486,문파문파,RPG,쿤룬코리아,-,모바일/ 안드로이드
5487,완생삼국,기타,카이신왕,-,모바일/ 안드로이드
5488,올려라 선장님 for Kakao,SNG,산게임즈,제페토,iOS/ 모바일/ 안드로이드
5489,갱스터 베가스,RPG,게임로프트,-,iOS/ 모바일/ 안드로이드
5490,드래곤앤라피스,RPG,엠게임,-,iOS/ 모바일/ 안드로이드
5491,패션스트리트,SNG,엔씨소프트,-,iOS/ 모바일/ 안드로이드
5492,공주의 탑,시뮬레이션,퍼니비소프트,-,모바일/ 안드로이드
5493,브라더즈 인 암즈3: 전쟁의 후예,FPS,게임로프트,-,iOS/ 모바일/ 안드로이드
6057,더킹오브파이터즈 M,액션,SNK,하이원엔터테인먼트,모바일/ 안드로이드
6058,피코랑 운동해,스포츠,미디어웹,미디어웹,모바일/ 안드로이드
6059,드래곤헌터,RPG,위메이드,위메이드,모바일
6060,피파온라인3 M,스포츠,EA 서울 스튜디오,넥슨,모바일
6061,레전드나인 for kakao,스포츠,넷마블블루,넷마블게임즈,모바일
6062,웨이스트랜드2,RTS,인엑자일 엔터테인먼트,에이치투 인터렉티브,PC패키지
6063,삼국지퍼즐대전,퍼즐,사이게임즈,넷마블게임즈,iOS/ 모바일/ 안드로이드
6064,마시마로팍팍 for kakao,퍼즐,퍼니글루,퍼니글루,모바일/ 안드로이드
6065,체인일레븐,스포츠,gumi Korea,gumi Korea,모바일/ 안드로이드
6066,쿠키런 문질문질,퍼즐,데브시스터즈,NHN 엔터테인먼트,iOS/ 모바일/ 안드로이드
6067,K3 모바일,시뮬레이션,아이러브모바일게임,와이디온라인,모바일/ 안드로이드
6068,눈치코치,퍼즐,엔터메이트,엔터메이트,모바일/ 안드로이드
6069,신수 온라인,RPG,팡스카이,팡스카이,모바일/ 안드로이드
6070,도전!동화! for kakao,액션,저스트나인,CJ E&M,모바일/ 안드로이드
6071,팜히어로즈 사가,퍼즐,킹 디지털 엔터테인먼트,킹 디지털 엔터테인먼트,iOS/ 모바일/ 안드로이드
6072,베이스볼 매니저2014,RPG,파이엔,CJ E&M,iOS/ 모바일/ 안드로이드
6073,천마참: 봉신연의,RPG,모글리,모글리,모바일/ 안드로이드
6074,레이드 헌터 for kakao,슈팅,클로버테이블 스튜디오,와이디온라인,모바일/ 안드로이드
6075,이볼브,FPS,터틀락 스튜디오,Take Two Interative (테이크 투 인터랙티브),PC패키지/ PS4/ Xbox One
6076,히어로즈 클래식,RPG,C-lab,컴투스,모바일/ 안드로이드
6077,비너스,기타,엔터메이트,엔터메이트,모바일/ 안드로이드
6078,파워레인저 Dash,액션,무브게임즈,대원미디어,iOS/ 모바일
6079,루팅크라운,RPG,엠트릭스,바른손이앤에이,모바일
6080,나이트워치,TCG,엔픽모바일,캠프모바일,모바일/ 안드로이드
6081,리버스: 타임 콜랩스,어드벤쳐,Meangrip,Meangrip,PC패키지
6082,저승사자 for Kakao,FPS,눈보라,눈보라,모바일
6083,붉은강호,RPG,엔틱게임즈,엔틱게임즈,웹브라우저
6084,인지니,기타,엔씨소프트,엔씨소프트,iOS/ 모바일
6085,런닝몬 for kakao,레이싱,유니아나,넷마블게임즈,iOS/ 모바일/ 안드로이드
6086,핑거파이터 for Kakao,액션,비투스,비투스,모바일/ 안드로이드
6087,엘리먼츠: 에픽히어로즈,RPG,zadzen,컴투스홀딩스,모바일/ 안드로이드
6088,학원무림대전: 극지고2,SNG,포플랫,포플랫,iOS/ 모바일/ 안드로이드
6089,워드몬스터,기타,큐랩,큐랩,모바일
6090,페어리 판타지,액션,블루윈드,블루윈드,모바일/ 안드로이드
6091,몬스터 에그 아일랜드,퍼즐,크루즈,크루즈,iOS/ 모바일/ 안드로이드
6687,라이즈 오브 베니스,시뮬레이션,칼립소 미디어,에이치투 인터렉티브,PC패키지
6688,세인트세이야 : 브레이브 솔져스,액션,반다이남코게임즈,인트라게임즈,PS3
6689,문파vs문파,RPG,쿤룬,쿤룬코리아,iOS/ 모바일/ 안드로이드
6690,삼국영웅콜렉션,TCG,스튜디오 AG,네오싸이언,iOS/ 모바일/ 안드로이드
6691,스톤에이지 모바일,RPG,넷마블게임즈,넷마블게임즈,모바일/ 안드로이드
6692,포코팡,퍼즐,트리노드,NHN,iOS/ 모바일/ 안드로이드
6693,야구의 달인,스포츠,-,모바캐스트코리아,모바일/ 안드로이드
6694,달려라 간지왕,기타,젬트리,오렌지 커뮤니케이션즈,모바일/ 안드로이드
6695,몬스터 디펜걸스,기타,위습소프트,파티게임즈,iOS/ 모바일/ 안드로이드
6696,마이티피기 for KaKao,어드벤쳐,게임젠,카카오,iOS/ 모바일/ 안드로이드
6697,소울 블레이드,액션,액션스퀘어,네시삼십삼분,모바일
6698,KBO 슈퍼스타 컬렉션,스포츠,코나미,코나미,iOS/ 모바일/ 안드로이드
6699,테일즈 오브 심포니아 유니서넌트 팩,RPG,반다이남코 엔터테인먼트,인트라게임즈,PS3
6700,솔리테어 리그 for KaKao,RPG,IMC게임즈,카카오,iOS/ 안드로이드
6701,디어 헌터 2014,슈팅,글루 모바일,-,iOS/ 모바일
6702,젬 헌터 for Kakao,기타,파이프라인,-,iOS/ 모바일/ 안드로이드
6703,블레이드 판타지아,RPG,캡콤,캡콤,iOS/ 모바일
6704,매지컬 비트,리듬액션,아크시스템웍스,-,PSVITA
6705,회색도시 for Kakao,어드벤쳐,네시삼십삼분,네시삼십삼분,iOS/ 모바일/ 안드로이드
6706,마이펫타운,SNG,피엔제이,-,모바일
6707,명랑삼국,RPG,엔터메이트,-,모바일
6708,헬로우펫 for Kakao,SNG,하멜린,넷마블게임즈,모바일
6709,매일매일 벽돌깨기 for Kakao,퍼즐,빅포게임즈,컴투스,모바일
6710,바코드 풋볼러,스포츠,사이버드,조이시티,모바일/ 안드로이드
6711,크랙샷,FPS,스튜디오나인,-,PC온라인
6712,오투잼 POP,리듬액션,모모,-,모바일/ 안드로이드
6713,마법학교 루시드 이야기,TCG,얼트웨이브랩,얼트웨이브랩,iOS/ 모바일/ 안드로이드
6714,버드팡,퍼즐,게임젠,-,iOS/ 모바일/ 안드로이드
6715,두근두근바운스: 영계의 역습,퍼즐,위메이드,-,모바일
6716,인피니티 블레이드3,RPG,체어엔터테인먼트,-,iOS/ 모바일
6717,LOA: THE LOST LEGEND OF AVALON,TCG,이스트피카,유비누리,모바일
6718,쉘터,어드벤쳐,마이트앤드딜라이트,-,PC패키지
6719,떳다!떳다!비행기 for Kakao,슈팅,써니사이드업 소프트,넷마블게임즈,iOS/ 모바일/ 안드로이드
6720,돼지러너: 족발의 시작 for Kakao,액션,블리스소프트웨어,아프리카TV,iOS/ 모바일/ 안드로이드
6721,신나는 게임파티 for Kakao,액션,디디디게임,NHN,iOS/ 모바일/ 안드로이드
6722,디제이맥스 테크니카Q,리듬액션,네오위즈인터넷,네오위즈인터넷,iOS/ 모바일/ 안드로이드
6723,에어킹2,슈팅,옴니텔,-,모바일/ 안드로이드
6724,아케인소드,RPG,싸이칸 엔터테인먼트,-,모바일/ 안드로이드
4868,토이 디펜스2,액션,워게이밍,워게이밍,모바일
4869,오삼국 레볼루션,RPG,이펀컴퍼니,이펀컴퍼니,모바일/ 안드로이드
4870,크레이지드래곤,RPG,엠게임,엠게임,모바일/ 안드로이드
4871,팜타지아,SNG,플랜티넷,플랜티넷,모바일/ 안드로이드
4872,마성의 콩콩,기타,투비오게임,투비오게임,모바일/ 안드로이드
4873,풋볼매니저 2016,스포츠,SEGA퍼블리싱코리아,SEGA퍼블리싱코리아,PC패키지
4874,나이츠사가,RPG,넥스트무브,넥스트무브,모바일/ 안드로이드
4875,열혈강호 온라인 웹게임,RPG,엠게임,엠게임,웹브라우저
4876,패밀리 스키 & 스노보드,스포츠,한국닌텐도,닌텐도,Wii
4877,COLA,FPS,펀매직,펀매직,모바일
4878,마계로 퐁,퍼즐,subete games,subete games,모바일/ 안드로이드
4879,알카나 하트 3: 러브 맥스!!!!!,액션,에이치투 인터렉티브,에이치투 인터렉티브,PC패키지
4880,FIFA 15 Ultimate Team,스포츠,-,-,iOS/ 모바일/ 안드로이드
4881,히어로즈 오브 클랜,RTS,겜블릭,겜블릭,모바일/ 안드로이드
4882,서바이브! 미스터 큐브,RPG,인트라게임즈,인트라게임즈,모바일/ 안드로이드
4883,드래곤 라이즈,RPG,빅포인트,빅포인트,HTML5
4884,프론티어 사가,RPG,구름컴퍼니,구름컴퍼니,모바일/ 안드로이드
4885,가디언 러쉬,레이싱,해머엔터테인먼트,해머엔터테인먼트,iOS/ 모바일/ 안드로이드
4886,퀵보이,어드벤쳐,넷마블게임즈,넷마블게임즈,모바일/ 안드로이드
4887,목장이야기 STORY OF SEASONS,RPG,닌텐도,닌텐도,3DS
4888,하츠네미쿠 프로젝트 디바 X,리듬액션,세가,소니 인터랙티브 엔터테인먼트 코리아,PS4/ PSVITA
4889,프로젝트 크로스 존 2,RPG,반다이남코,반다이남코,3DS
4890,베스트핀즈,퍼즐,디앱스게임즈,디앱스게임즈,모바일
4891,삼국지: 미니군단,RPG,스마트브리즈,스마트브리즈,모바일/ 안드로이드
4892,디저트를 부탁해,퍼즐,ESIMGAME,ESIMGAME,모바일
4893,리프트카,기타,오키도키게임즈,오키도키게임즈,모바일/ 안드로이드
4894,판테온,RPG,엔틱게임월드,엔틱게임월드,웹브라우저
4895,챔피언 for Kakao,스포츠,코코소프트,4,모바일/ 안드로이드
4896,요! 빌런,RPG,드라이어드,드라이어드,모바일/ 안드로이드
4897,삼국지13,시뮬레이션,코에이테크모,코에이테크모,PS3/ PS4
4898,기동전사 건담 익스트림 버서스 포스,액션,반다이남코,반다이남코,PSVITA
4899,강철의 열제,RPG,게임덕,게임덕,모바일/ 안드로이드
4900,New 모두의 골프,RPG,-,소니 인터랙티브 엔터테인먼트 코리아,PS4
4901,다함께 붕붕붕2,레이싱,넷마블게임즈,넷마블게임즈,모바일/ 안드로이드
4902,소울 앤 스톤,RPG,위메이드,위메이드,iOS/ 모바일/ 안드로이드
4903,바이오하자드 엄브렐러 코어,액션,캡콤,캡콤,PS4
4904,오로바둑,보드,미디어웹,미디어웹,모바일/ 웹브라우저
4905,비천검,RPG,제이앤피게임즈,제이앤피게임즈,웹브라우저
5494,픽셀로,RPG,메구스타게임즈,-,모바일
5495,헌터나되볼까!,RPG,이펀컴퍼니,-,모바일/ 안드로이드
5496,아유레디,RPG,에브리앱스,-,모바일/ 안드로이드
5497,네모네모 for Kakao,퍼즐,EK 게임즈,유니티코리아,모바일/ 안드로이드
5498,라인 포코포코,퍼즐,트리노드,-,iOS/ 모바일/ 안드로이드
5499,테일즈 오브 제스테리아,RPG,반다이남코 엔터테인먼트,인트라게임즈,PS3
5500,오스트크로니클,RPG,에프엘모바일코리아,-,모바일/ 안드로이드
5501,포션메이커,시뮬레이션,신시로드,신시로드,iOS/ 모바일/ 안드로이드
5502,원더워,시뮬레이션,하이브로,-,모바일/ 안드로이드
5503,캐슬 디펜더,슈팅,-,NHN 엔터테인먼트,iOS/ 모바일/ 안드로이드
5504,파괴자,RPG,아이엠아이,아이엠아이,PC온라인
5505,마블 올스타 배틀,액션,카밤,카밤,iOS/ 모바일/ 안드로이드
5506,히어로즈 오브 마이트 앤 매직 3 HD,시뮬레이션,유비소프트,유비소프트,PC온라인/ PC패키지/ iOS/ 모바일/ 안드로이드
5507,크러쉬 온 액션,RPG,쿤룬,쿤룬코리아,iOS/ 모바일/ 안드로이드
5508,타이탄워즈2 for AfreecaTV,RPG,링크앤플레이,포플랫,iOS/ 모바일/ 안드로이드
5509,타잔팡팡,퍼즐,엔픽모바일,-,모바일
5510,히어로즈 앤 나이츠,RPG,30게임즈,-,모바일/ 안드로이드
5511,아스팔트 오버드라이브,레이싱,게임로프트,-,iOS/ 모바일/ 안드로이드
5512,콥스파티 블러드드라이브,어드벤쳐,MAGES,디지털터치,PSVITA
5513,루나: 달빛도적단,RPG,인터세이프,인터세이프,PC온라인
5514,샤이닝 레조넌스,RPG,세가,SCEK,PS3
5515,페글 블라스트,퍼즐,Popcap,일렉트로닉아츠,iOS/ 모바일/ 안드로이드
5516,도망가 메리 for Kakao,퍼즐,스튜디오R,-,모바일/ 안드로이드
5517,성검전설 라이즈 오브 마나,RPG,스퀘어에닉스,아이덴티티 엔터테인먼트,모바일
5518,뮤 오리진,RPG,웹젠,웹젠,모바일
5519,트레인크래셔,액션,소프트맥스,소프트맥스,모바일/ 안드로이드
5520,장화신은고양이 for kakao,액션,엠게임,엠게임,모바일
5521,용감한 영웅들,RPG,-,쿤룬코리아,iOS/ 모바일/ 안드로이드
5522,피트인레이싱,레이싱,-,-,모바일
5523,열혈강호 무쌍,RPG,다에리소프트,다에리소프트,모바일/ 안드로이드
5524,언라이트트리니티,TCG,글리터,-,모바일/ 안드로이드
5525,소오강호 모바일,RPG,이펀컴퍼니,-,모바일
5526,삼국연합대전,TCG,글룹스,넥슨,모바일/ 안드로이드
5527,다크호스,RPG,세가 네트웍스,-,모바일
5528,모두의 핀볼,퍼즐,엔피엔에프,-,모바일/ 안드로이드
5529,격투마스터,RPG,EGLS,-,iOS/ 모바일/ 안드로이드
5530,여우비,RPG,넥스트무브,-,안드로이드
5531,신 하야리가미,어드벤쳐,니폰이치 소프트웨어,인트라게임즈,PSVITA
5532,마전온라인,RPG,십협,-,웹브라우저
5533,전국무쌍 크로니클3,액션,코에이테크모,-,PSVITA
6092,원포일레븐,시뮬레이션,아이덴티티 엔터테인먼트,아이덴티티 엔터테인먼트,iOS/ 모바일/ 안드로이드
6093,아가레스트전기,RPG,컴파일하트,셀바스,iOS/ 모바일/ 안드로이드
6094,야생의 땅: 듀랑고,RPG,넥슨 모바일,넥슨,모바일
6095,예스!마이로드,RPG,스마트브리즈,스마트브리즈,모바일/ 안드로이드
6096,크레이지몬,RPG,엔크루엔터테인먼트,팜플,모바일/ 안드로이드
6097,힐링힐링몽,RPG,플랜티넷,플랜티넷,모바일/ 안드로이드
6098,톤톤용병단 for Kakao,RPG,드럭하이,아프리카TV,모바일/ 안드로이드
6099,프리스타일 풋볼Z,스포츠,조이시티,조이시티,PC온라인
6100,아우라 레전드,RPG,4399,4399,모바일/ 안드로이드
6101,몬스터헌터 포터블 2nd G for iOS,액션,-,-,iOS/ 모바일
6102,검혼,RPG,퍼펙트 월드,퍼펙트 월드,PC온라인
6103,전룡삼국,RPG,팡스카이,팡스카이,PC온라인
6104,명랑운동회,스포츠,피닉스 게임즈,피닉스 게임즈,모바일/ 안드로이드
6105,삼검호,RPG,윈드플레이,넥슨,iOS/ 모바일/ 안드로이드
6106,아이언슬램,액션,위메이드,위메이드,PC온라인
6107,라바링크 with BAND,퍼즐,코카반,캠프모바일,모바일/ 안드로이드
6108,퍼즐푸,퍼즐,라쿤소프트,캠프모바일,모바일/ 안드로이드
6109,타이탄워즈,시뮬레이션,링크앤플레이,링크앤플레이,모바일/ 안드로이드
6110,휴먼 엘리먼트,RPG,로보토키,-,PC온라인/ PS4/ Xbox One
6111,로도스도전기 온라인,RPG,게임온스튜디오,엘엔케이로직코리아,PC온라인
6112,가디언헌터,RPG,트롤게임즈,NHN 엔터테인먼트,iOS/ 모바일/ 안드로이드
6113,히어로스카이,시뮬레이션,이노스파크,-,모바일/ 안드로이드
6114,올킬몬스터 for Kakao,슈팅,올마이티게임즈,넷마블게임즈,iOS/ 모바일/ 안드로이드
6115,캐논스타,슈팅,팡스카이,팡스카이,iOS/ 모바일/ 안드로이드
6116,퍼즐럿기사단,퍼즐,글루 모바일,글루 모바일,iOS/ 모바일
6117,온라인삼국지2,RPG,코스모스엔터테인먼트,코스모스엔터테인먼트,PC온라인
6118,바운드 바이 플레임,RPG,포커스 홈 인터랙티브,인트라게임즈,PC패키지/ PS4
6119,소울칼리버 언브레이커블 소울,RPG,반다이남코 엔터테인먼트,-,iOS/ 모바일
6120,터치2댄스,리듬액션,투썸즈 코리아,투썸즈 코리아,모바일/ 안드로이드
6121,NBA 2K 15,스포츠,2K Games,-,PC패키지/ PS3/ PS4/ XBOX360/ Xbox One
6122,퍼즐이냥,퍼즐,위메이드,위메이드,모바일/ 안드로이드
6123,아브리아,RPG,그리코리아,-,모바일
6124,우파루사가,시뮬레이션,NHN 엔터테인먼트,NHN 엔터테인먼트,모바일/ 안드로이드
6125,MLB 퍼펙트 이닝,스포츠,컴투스홀딩스,컴투스홀딩스,iOS/ 모바일/ 안드로이드
6126,삼국지 질풍전,RPG,파이어핸즈,파이어핸즈,모바일/ 안드로이드
6127,정글텀블러,RPG,조이클,조이클,iOS/ 모바일/ 안드로이드
6128,모고스타,RPG,다우기술,-,iOS/ 모바일/ 안드로이드
6725,진격 1942 for Kakao,액션,구미,구미,iOS/ 모바일/ 안드로이드
6726,아이러브서유기,TCG,스카이터치,엔터메이트,모바일/ 안드로이드
6727,구룡전,RPG,게임웨이브,IMI,웹브라우저
6728,한강,보드,NHN,-,PC온라인
6729,레전드오브킹,RPG,쿤룬,쿤룬코리아,iOS/ 모바일/ 안드로이드
6730,에이스 컴뱃 인피니티,RPG,프로젝트 에이시즈,반다이남코 엔터테인먼트,PS3
6731,노리 런!,레이싱,크리스피,크리스피,PSP/ iOS/ 모바일/ 안드로이드
6732,비욘드: 투 소울즈,어드벤쳐,퀀틱드림,SCEK,PS3
6733,스페셜포스 퍼스트미션,FPS,드래곤플라이,드래곤플라이,iOS/ 모바일/ 안드로이드
6734,진왕,RPG,지둘소프트,-,웹브라우저
6735,슈퍼배드-미니언 러쉬 for Kakao,액션,게임로프트,-,iOS/ 모바일/ 안드로이드
6736,블러디워즈,시뮬레이션,블랙위키드,아이덴티티 엔터테인먼트,모바일/ 안드로이드
6737,영웅의 군단,RPG,엔도어즈,넥슨,모바일/ 안드로이드
6738,신 세계수의 미궁 - 밀레니엄의 소녀,RPG,한국닌텐도,닌텐도,3DS
6739,비트게더,리듬액션,코나미,플러스 엠엑스,iOS/ 모바일/ 안드로이드
6740,FC매니저 모바일 2013,스포츠,한빛소프트,-,모바일
6741,캐슬마스터2: BJ클랜워즈,RPG,알파클라우드,아프리카TV,iOS/ 모바일/ 안드로이드
6742,삼국 세력전,RTS,조은게임,조은게임,웹브라우저
6743,리틀돌 프린세스: 요리편,시뮬레이션,사이버프론트,사이버프론트,3DS
6744,캐리비안베이,SNG,인터세이브,인터세이브,iOS
6745,마이컨트리2020,RPG,게임 인사이트,게임 인사이트,iOS/ 모바일/ 안드로이드
6746,무쌍 오로치2 얼티메이트,액션,코에이테크모,디지털터치,PS3/ PSVITA
6747,디바인 게이트,RPG,겅호온라인엔터테인먼트,-,iOS/ 모바일/ 안드로이드
6748,블럭톡톡,퍼즐,디디디게임,컴투스,iOS/ 모바일/ 안드로이드
6749,달려라 마블 for Kakao,액션,-,-,iOS/ 모바일/ 안드로이드
6750,데드 오어 얼라이브 5 얼티메이트,액션,코에이테크모,SONY,PS3
6751,다함께 맞고퐁,보드,넷마블게임즈,넷마블게임즈,모바일/ 안드로이드
6752,레전드 오브 갓,RPG,인크로스,인크로스,iOS/ 모바일/ 안드로이드
6753,바운드몬스터즈,RPG,넥슨,넥슨,모바일/ 안드로이드
6754,아야카시 음양록,TCG,징가,징가,iOS/ 모바일/ 안드로이드
6755,미니일레븐,스포츠,게임파라디소,게임파라디소,PC온라인
6756,히어로즈리그,AOS,위메이드,-,모바일/ 안드로이드
6757,클로저스,RPG,나딕 게임즈,넥슨,PC온라인
6758,팝픈뮤직 써니파크,리듬액션,코나미,유니아나,기타
6759,마법 사격왕,슈팅,코로프라,네오싸이언,모바일/ 안드로이드
6760,듀얼 마스터즈,TCG,지그재그소프트,라이브플렉스,iOS/ 모바일/ 안드로이드
6761,레고 미니피겨 온라인,RPG,FUNCOM,-,PC온라인/ iOS/ 안드로이드
6762,한큐 for Kakao,스포츠,엔플루토,위메이드,iOS/ 모바일/ 안드로이드
4906,팔라독 앤 히어로즈,RPG,디앱스게임즈,디앱스게임즈,iOS/ 모바일/ 안드로이드
4907,위닝일레븐 16,RPG,코나미,유니아나,PC패키지/ PS3/ PS4/ Xbox One
4908,엑시드 for Kakao,RPG,디피게임즈,디피게임즈,모바일/ 안드로이드
4909,대륙,RPG,에프엘모바일코리아,에프엘모바일코리아,모바일/ 안드로이드
4910,크리미널 걸즈2,RPG,니혼이치 소프트웨어,인트라게임즈,PSVITA
4911,앵그리맘,기타,블루카우,블루카우,모바일/ 안드로이드
4912,블레이드 왈츠,RPG,넷마블,넷마블,모바일
4913,엑소스사가,RPG,(주)우주,아이덴티티 엔터테인먼트,모바일/ 안드로이드
4914,대황제,RTS,팡스카이,팡스카이,웹브라우저
4915,에이틴,퍼즐,모바캐스트코리아,모바캐스트코리아,iOS/ 모바일/ 안드로이드
4916,패션왕뚱 for Kakao,퍼즐,지오팝스,지오팝스,모바일/ 안드로이드
4917,문명: 비욘드 어스 ? 라이징 타이드,RPG,2K Games,에이치투 인터렉티브,PC패키지
4918,우당탕 기사단,RPG,퍼펙트 월드,퍼펙트 월드,모바일/ 안드로이드
4919,하프블러드,RPG,조이시티,조이시티,모바일
4920,매직 더 개더링: 젠디카르 전투,TCG,위저즈 오브 더 코스트,해즈브로코리아,기타
4921,3on3 프리스타일,스포츠,조이시티,조이시티,PS/ XBOX
4922,삼국부심,RPG,유큐소프트,유큐소프트,모바일/ 안드로이드
4923,하늘아래영웅,RPG,넷마블,넷마블,iOS/ 모바일/ 안드로이드
4924,사투,RPG,미디어웹,미디어웹,웹브라우저
4925,피파 16,스포츠,EA 스포츠,게임피아,PS3/ PS4/ XBOX360/ Xbox One
4926,저스트 코즈3,액션,스퀘어에닉스,반다이남코,PC패키지/ PS4
4927,리그 오브 바카몬,기타,썬더게임즈,라메이트,모바일/ 안드로이드
4928,언더월드: 라이칸의 귀환,RPG,이펀컴퍼니,이펀컴퍼니,모바일/ 안드로이드
4929,신 세계수의 미궁 2 - 파프니르 기사,RPG,한국닌텐도,닌텐도,3DS
4930,갓 이터 레저렉션,액션,반다이남코,반다이남코,PS4/ PSVITA
4931,내맘대로 프린세스 컬렉션,기타,스타피쉬,사이버프론트,3DS
4932,레전드 오브 삼국,RPG,나이스플레이,나이스플레이,모바일
4933,지겨워 하지마,RPG,캔디소프트,캔디소프트,모바일/ 안드로이드
4934,전략마블소환킹,RPG,-,-,모바일/ 안드로이드
4935,신차원게임 넵튠 V2,액션,사이버프론트,-,PS4
4936,도룡쟁패,RPG,게임펍,-,모바일/ 안드로이드
4937,용사는 진행중,RPG,-,-,PC패키지/ iOS/ 모바일/ 안드로이드
4938,버블파티 for Kakao,RPG,타이토,그라비티,iOS/ 모바일/ 안드로이드
4939,디펜스 오브 포춘 2,RPG,도톰치 게임즈,도톰치 게임즈,모바일/ 안드로이드
4940,아처왕 for Kakao,RPG,재미인터랙티브,재미인터랙티브,iOS/ 모바일/ 안드로이드
4941,로브레이커즈,FPS,보스키 프로덕션,넥슨,PC온라인
4942,런 투 위시: 어센트,시뮬레이션,-,-,모바일/ 안드로이드
4943,요마와리,어드벤쳐,니폰이치 소프트웨어,인트라게임즈,PSVITA
5534,베이커리 파라다이스,퍼즐,게임로프트,-,iOS/ 모바일/ 안드로이드
5535,클래스,RPG,골프존엔터테인먼트,골프존엔터테인먼트,모바일/ 안드로이드
5536,쌈숭이,RPG,이펀컴퍼니,-,모바일
5537,쉬라우드 오브 디 아바타: 포세이큰 버츄,RPG,포탈라리움,-,PC패키지
5538,전민기적,RPG,킹넷 엔터테인먼트,-,모바일
5539,고스트헌터: 호로록,RPG,엑스몬 게임즈,팜플,모바일/ 안드로이드
5540,히스토리아,RPG,어피니티,어피니티,iOS/ 모바일/ 안드로이드
5541,롤삼국지,보드,슈퍼비,넥슨,iOS/ 모바일/ 안드로이드
5542,블랙 위치크래프트,액션,콰트로기어,SCEK,PC패키지
5543,블레이드&소울M,RPG,엔씨소프트,엔씨소프트,모바일
5544,아이온 레기온즈,RPG,엔씨소프트,엔씨소프트,iOS/ 모바일/ 안드로이드
5545,진격의 삼국,시뮬레이션,-,디앱스게임즈,모바일
5546,소환사가 되고싶어,RPG,엔트리브소프트,엔씨소프트,모바일/ 안드로이드
5547,팡야 모바일,RPG,엔트리브소프트,엔씨소프트,iOS/ 모바일/ 안드로이드
5548,퀴즈의 신-커플메이커,퍼즐,공감엠엔씨,-,모바일/ 안드로이드
5549,프로젝트 퍼피,SNG,스마일게이트,스마일게이트,iOS/ 모바일/ 안드로이드
5550,메탈슬러그 레볼루션,RPG,인플레이 인터렉티브,-,iOS/ 모바일/ 안드로이드
5551,파이널 판타지 브레이브 엑스비어스,RPG,에이림,스퀘어에닉스,모바일
5552,아틀란티카 히어로즈,RPG,엔도어즈,넥슨 모바일,iOS/ 모바일/ 안드로이드
5553,프레타,RPG,일리언게임즈,-,기타
5554,퍼즐 요구르팅,퍼즐,레드덕,-,iOS/ 모바일/ 안드로이드
5555,UD온라인,RPG,FT게임즈,누리웍스,PC온라인
5556,뉴 던전 히어로,RPG,이야소프트,팡스카이,PC온라인
5557,마구마구2016 for kakao,스포츠,넷마블블루,넷마블,모바일
5558,X온라인,RPG,녹스엔터테인먼트,녹스엔터테인먼트,PC온라인
5559,스카이사가,RPG,레디언트 월드,스마일게이트,PC온라인
5560,사우전드 메모리즈,RPG,아카츠키,구미,모바일
5561,유크래프트,RTS,옐로에그,옐로에그,웹브라우저
5562,창세기,RPG,제이앤피게임즈,-,PC온라인
5563,프로젝트 혼,슈팅,엔씨소프트,-,PC온라인
5564,초차원액션 넵튠 U,액션,컴파일하트,사이버프론트,PSVITA
5565,레고 배트맨 3: 비욘드 고담,RPG,워너브로스 인터랙티브,인플레이 인터렉티브,PS4/ PSVITA
